71,0,1,0,1,1,0,3,0,1
4,79,1,2,1,1,0,0,1,0
0,2,68,3,2,2,1,0,0,1
1,2,1,61,1,3,2,0,2,4
3,2,1,0,52,1,0,0,3,1
0,0,2,0,0,91,1,1,1,1
0,0,0,0,0,1,69,0,2,0
4,0,1,0,1,1,0,68,0,2
2,2,1,1,3,0,2,1,59,0
0,2,0,3,2,0,0,0,2,68
